"date","dt","kind","correction","mean","ag","nag","veg","nveg","urban","urb_veg","urb_nveg","ag_veg","ag_nveg"
2019-09-28,2019-09-28 00:12:25,"tarsalis_transmission","corrected",10.1023211827589,9.98208732842928,10.3525251044015,10.1776908803601,10.0505308518757,11.2059310954225,11.2626546588721,11.2003187137258,10.1574070351956,9.77205933042727
2020-07-04,2020-07-04 02:04:16,"tarsalis_transmission","corrected",10.1858715877279,9.75670762355963,11.079004459668,9.95350714824946,10.3280604549991,13.0911280174421,12.9747902459556,13.1004729658038,9.89802772484484,9.60623371467446
2020-09-01,2020-09-01 02:34:18,"tarsalis_transmission","corrected",10.138476814445,9.69288791723105,11.0713586999968,9.89442762633937,10.2878172091679,12.649648473692,12.6334761367963,12.6509507565914,9.82195009594513,9.55572875140845
2020-09-19,2020-09-19 02:54:07,"tarsalis_transmission","corrected",7.48306962514208,7.37289422731975,7.71179764044465,7.6193866612675,7.39989662602818,9.04704390615715,9.49761597438821,9.01045622110633,7.59438531848678,7.13718658252914
2019-08-30,2019-08-30 04:18:27,"tarsalis_transmission","corrected",11.4415907735847,11.3265943123752,11.6809193098119,11.5558493597042,11.3632655032787,12.6306923818601,12.7589845087879,12.6181235085295,11.539580785897,11.0719856513688
2020-09-15,2020-09-15 04:26:58,"tarsalis_transmission","corrected",6.59110223373406,6.21883684497269,7.36820697885605,6.58695164371341,6.59362993259476,8.32953398449464,8.53063943951721,8.31350941825011,6.53041282877324,5.88929155783531
2019-06-28,2019-06-28 05:23:18,"tarsalis_transmission","corrected",3.8407942463638,3.62740243558452,4.28329973094911,3.92434250377181,3.78356491105879,5.45102812856914,5.72699698559223,5.42414851067874,3.89073517286187,3.31188165519862
2020-09-11,2020-09-11 05:59:49,"tarsalis_transmission","corrected",3.89681263789671,3.38941476081198,4.96047784230114,3.7768396915786,3.97004570104001,6.19653777563602,6.44023793444731,6.177140316026,3.67933537555293,3.08263237578022
2018-07-15,2018-07-15 06:58:27,"tarsalis_transmission","corrected",14.0750764664753,13.7875040747359,14.6754674599,14.0375840439217,14.0953474341783,14.9590394001229,15.0849214942433,14.9495231805469,14.0064409229058,13.5889088349083
2018-09-13,2018-09-13 07:03:49,"tarsalis_transmission","corrected",1.26965856464703,0.827333130300046,2.19796292556091,1.31355572307485,1.24589758043127,3.24327136755926,3.46679016152965,3.22655964273711,1.2376906998143,0.455216288627873
2020-09-07,2020-09-07 07:33:14,"tarsalis_transmission","corrected",12.9937318901226,12.5775532734453,13.8623210526499,12.7873174450675,13.1199768809424,14.7331052522407,14.8500194907328,14.7236674942006,12.7179527210127,12.428348997722
2019-06-21,2019-06-21 07:56:35,"tarsalis_transmission","corrected",13.9507932705128,13.6155152699154,14.6514712113757,13.3141545504827,14.3885065598167,15.2227956296054,14.9115632810041,15.2530682967923,13.2669987060496,14.0324443671877
2018-08-22,2018-08-22 08:22:38,"tarsalis_transmission","corrected",13.0783143950914,12.673476811042,13.9248264556988,12.6691854197308,13.2995332591154,14.2357108272318,14.2016105892694,14.2383073915824,12.6132160459943,12.7282072805063
2020-06-18,2020-06-18 08:23:15,"tarsalis_transmission","corrected",15.6206541867933,15.2358914330284,16.4254328262127,14.7571717755555,16.1485199876562,16.4475612645892,16.1111672098148,16.4748569409066,14.7150098889215,15.7873987132726
2020-09-03,2020-09-03 09:07:02,"tarsalis_transmission","corrected",15.4747084549203,15.0749476543093,16.3117961974523,14.7132230895995,15.9391873776661,16.3230578019983,16.041282272113,16.3455411666677,14.6685135695219,15.5039594814371
2019-06-17,2019-06-17 09:37:52,"tarsalis_transmission","corrected",18.7617406986568,18.5635309499809,19.1750233556953,18.2497497292765,19.1133573363241,19.5209751707945,19.392824567409,19.5334506409707,18.2092033991464,18.9868147414118
2020-06-14,2020-06-14 09:57:56,"tarsalis_transmission","corrected",17.61062985506,17.2749506823268,18.31336717747,16.688827097154,18.1730695197197,18.6604344123007,18.2452613672708,18.6937655159991,16.6355477395347,17.9528644755194
2019-08-15,2019-08-15 10:02:41,"tarsalis_transmission","corrected",19.1744798525623,19.1906439676556,19.1407341874534,19.1634674584923,19.1820589448678,19.3915319232214,19.4679277269469,19.3840961453181,19.1519246832866,19.2370114400357
2020-08-12,2020-08-12 10:22:51,"tarsalis_transmission","corrected",19.0416800928468,19.0540035253974,19.0160566213983,18.9859431369084,19.0756945238083,19.3989420481864,19.4561689194504,19.3943463912206,18.9694612994466,19.1436175970267
2019-09-01,2019-09-01 10:48:20,"tarsalis_transmission","corrected",19.1007630510616,19.2151745072604,18.8627435421476,19.2205849562273,19.0186665542467,19.1750948719403,19.3392893226191,19.159120543242,19.2168967506503,19.2131166511846
2018-09-03,2018-09-03 10:53:57,"tarsalis_transmission","corrected",19.1127236631265,19.1122371373342,19.113732806937,18.9753186343815,19.1870752802511,19.441215483456,19.4398206469717,19.4413207506608,18.9563950406874,19.2544668403104
2019-07-01,2019-07-01 11:02:00,"tarsalis_transmission","corrected",19.0261439383276,19.010708815065,19.0584958388113,18.8912528262586,19.119036923187,19.1165337130146,19.2554095321755,19.1030429648407,18.8764831553244,19.1712412156495
2018-08-15,2018-08-15 11:13:25,"tarsalis_transmission","corrected",18.9703175138245,19.0156451190395,18.8755881183571,18.9237468967331,18.9955161802436,19.2053060481072,19.3271646491333,19.1960705600857,18.9042656132619,19.1172218601475
2019-08-29,2019-08-29 11:38:04,"tarsalis_transmission","corrected",19.1237739902243,19.1679417066583,19.0313844957675,19.1268721774327,19.1216396251101,19.1807783276759,19.3437454290409,19.164919989549,19.1182742330917,19.227496915367
